member_casual,start_station_name,count(*)
"casual","Halsted St & Fulton St",445
"casual","Olive Harvey College",6
"member","Halsted St & Fulton St",795
"casual","Wells St & Institute Pl",295
"casual","Public Rack - Albany Ave & 111th St - NW",1
"member","Central Ave & Harrison St",4
"casual","Pulaski Rd & Congress Pkwy",6
"member","Public Rack - Troy & 111th St",1
"member","Halsted St & 47th Pl",12
"member","Public Rack - Komensky Ave & 31st St",6
"casual","Public Rack - Laramie Ave & Warwick Ave",3
"casual","Eberhart Ave & 91st St",4
"member","Keeler Ave & Roosevelt Rd",1
"casual","S Michigan Ave & E 118th St",6
"casual","Public Rack - Christiana Ave & Bryn Mawr Ave",1
"member","Public Rack - Mozart Elementary School",2
"casual","Public Rack - Halsted St & 102nd St",1
"member","Laramie Ave & Gladys Ave",1
"member","Kilbourn & Belden",8
"member","Public Rack - East End Ave & 87th St",1
"member","Cicero Ave & Quincy St",9
"member","Public Rack - Pulaski Rd & 41st",1
"member","Ashland Ave & 78th St",1
"member","Public Rack - Halsted St & 95th St - SW",1
"member","Public Rack - Michigan Ave & 96th St",1
"member","Public Rack - Komensky Ave & 63rd St",1
"casual","Public Rack - Laporte Ave & Armitage Ave",2
"member","Public Rack - Cicero Ave & North Ave",1
"member","Eberhart Ave & 131st St",1
"member","Public Rack - Kostner Ave & Wrightwood Ave",3
"member","Public Rack - Normal Ave & 111th St",1
"casual","Evans Ave & 75th St",3
"member","Hamlin Ave & 62nd Pl",4
"casual","Public Rack - Ewing Ave & 106th St",2
"member","Kostner Ave & 63rd St",3
"casual","Kildare Ave & 55th St",5
"casual","Public Rack - East End Ave & 87th St",2
"casual","Panama Ave & Grace St",11
"casual","Public Rack - Western Ave & 98th St",1
"member","South Chicago Ave & 83rd St",1
"casual","Public Rack - Newcastle Ave & Belden Ave",3
"member","Oglesby Ave & 100th St",4
"member","Public Rack - Cottage Grove Ave & 75th St",1
"casual","Racine Ave & 61st St",3
"casual","Public Rack - Kedzie Ave & 60th St",1
"casual","Halsted St & 47th Pl",14
"member","State St & 76th St",4
"casual","Public Rack - Kostner Ave & Wrightwood Ave",3
"casual","Public Rack - Michigan Ave & 119th St",1
"member","California Ave & Francis Pl",158
"casual","Public Rack - Chopin Park",2
"casual","California Ave & Francis Pl",110
"casual","Public Rack - Western Ave & 106th St - West",1
"member","Public Rack - Jonathan Y Scammon Public School",3
"casual","Francisco Ave & Chicago Ave",19
"member","Public Rack - Christiana Ave & Bryn Mawr Ave",1
"casual","Public Rack - Forrestville Ave & 47th St",1
"casual","Public Rack - South Shore Dr & 71st St",2
"member","Lincoln Ave & Byron St",248
"casual","Lavergne Ave & Division St",3
"casual","Public Rack - Milwaukee Ave & Waveland Ave",1
"casual","California Ave & 29th St",3
"member","Public Rack - Halsted St & 109th St",1
"member","Public Rack - Western Ave & 118th St",2
"member","Francisco Ave & Hollywood Ave",2
"member","Public Rack - Cottage Grove Ave & 98th St",1
"casual","Lincoln Ave & Byron St",114
"casual","Public Rack - Halsted St & 95th St - SE",1
"casual","Narragansett & McLean",4
"casual","Public Rack - Western Ave & 118th St",2
"casual","Public Rack - Jeffery Blvd & 67th St",1
"member","Menard Ave & North Ave",2
"casual","Public Rack - Woodlawn Ave & 63rd St S",2
"member","Public Rack - Sawyer Ave & Bryn Mawr Ave - SW",1
"member","Public Rack - Albany Ave & 63rd St",2
"casual","Homewood Ave & 115th St",3
"member","Public Rack - Christiana Ave & Lawrence Ave",1
"casual","Public Rack - Pulaski Rd & 15th St",1
"casual","Public Rack - Avers & Lawrence",5
"member","Public Rack - Kostner Ave & Lake St",1
"member","Campbell Ave & Augusta Blvd",19
"member","Francisco Ave & Chicago Ave",21
"member","Wentworth Ave & 24th St",26
"member","Public Rack - Odell & Talcott",1
"member","Public Rack - Cumberland & Catherine",3
"member","Wentworth Ave & Cermak Rd*",13
"casual","Public Rack - Pulaski Rd & 83rd St",3
"casual","Wentworth Ave & 24th St",12
"casual","Public Rack - Damen & 87th",2
"casual","Campbell Ave & Augusta Blvd",16
"casual","Wentworth Ave & Cermak Rd*",12
"casual","Pulaski Rd & Eddy St",36
"member","Eberhart Ave & 91st St",2
"member","Public Rack - Parkside & Archer",3
"casual","Public Rack - Prairie Ave & Garfield Blvd N",1
"casual","Public Rack - 63rd St and Natoma Ave",1
"member","Public Rack - Avers & Lawrence",3
"casual","Public Rack - Minuteman Park",1
"casual","Public Rack - W. Talcott & N. Oriole",3
"member","Public Rack - Christiana & Lincoln",1
"casual","Public Rack - 63rd Pl & Narraganssett Ave",3
"member","Public Rack - Damen & 81st",3
"casual","Public Rack - Linder Ave & 64th Pl",1
"member","Public Rack - Pulaski & 74th",3
"casual","Public Rack - S. New England/ W. 65th",1
"member","Public Rack - Keating & Peterson",1
"casual","Public Rack - Oketo & Talcott",2
"casual","Public Rack - Morgan St & 87th St",1
"casual","Public Rack - Kostner Ave & Lake St",1
"casual","Public Rack - Natoma Ave & 61st St",2
"casual","Public Rack - Peterson Ave & Milwaukee Ave",2
"member","Public Rack - Leland Ave & Melvina Ave",1
"casual","Public Rack - Leland Ave & Melvina Ave",1
"member","Kedzie Ave & 24th St (Temp)",1
"casual","Public Rack - Canfield & Victoria",1
"casual","Public Rack - Lotus Ave & Lawrence Ave",2
"casual","Public Rack - Western & 83rd",1
"member","Public Rack - Milwaukee Ave & Lawrence Ave",3
"member","Public Rack - Olmstead Ave & Oliphant Ave",11
"member","Public Rack - Touhy Ave & Oconto Ave",3
"member","Public Rack - Milwaukee Ave & Culyer Ave",4
"member","Public Rack - Oketo Ave & Belmont Ave",2
"member","Pulaski Rd & Eddy St",29
"casual","Parkside Ave & Armitage Ave",2
"member","Public Rack - Marshfield Ave & 87th St",1
"casual","Public Rack - Austin & 62nd",6
"casual","Commercial Ave & 100th St",2
"casual","Public Rack - Milwaukee Ave & Culyer Ave",3
"casual","Public Rack - Hiawatha Park",1
"casual","Damen Ave & 33rd St",6
"casual","Kilbourn Ave & Irving Park Rd",22
"casual","Public Rack - Maplewood Ave & 63rd St",2
"member","Ashland Ave & 74th St",2
"member","Public Rack - Hamlin Ave & Madison St",1
"casual","Public Rack - Hamlin Ave & Madison St",2
"member","Public Rack - Greenwood Ave & Lake Park Ave",2
"casual","Wentworth Ave & 104th St",1
"member","Public Rack - Kenton & Lawrence",5
"casual","Public Rack - Mason & Archer",1
"casual","Komensky Ave & 31st St",7
"casual","Public Rack - Holbrook St & Milwaukee Ave",2
"member","Public Rack - Lockwood & Archer",2
"casual","Public Rack - Jensen Park",1
"casual","Public Rack - 63rd & Western Ave S",1
"casual","Public Rack - Austin & Higgins",2
"casual","Public Rack - Baltimore Ave & 133rd St",1
"member","Public Rack - Newland Ave & Diversey Ave",1
"casual","Public Rack - Western & 79th",2
"casual","Public Rack - Ashland Ave & 73rd St",1
"casual","Public Rack - William J Onahan Public School",1
"member","Public Rack - Kimball & Ardmore",1
"casual","Public Rack - Meade Ave & Archer Ave",3
"casual","Public Rack - Kilpatrick & Elston",2
"member","Public Rack - Austin & Higgins",1
"member","Commercial Ave & 130th St",2
"casual","Avenue L & 114th St",2
"casual","Public Rack - Sacramento & 71st",4
"casual","Public Rack - Harlem and W. 59th",2
"casual","Public Rack - Halsted St & 111th St",1
"member","Cicero Ave & Lake St",1
"member","Public Rack - Cottage Grove Ave & 87th St",1
"member","Public Rack - Kedvale Ave & Peterson Ave",2
"member","Public Rack - Lavergne & Lawrence",1
"member","Public Rack - Marshfield Ave & 45th St",2
"member","Public Rack - Homan Ave & Lake St",1
"member","North Ave & New England Ave",2
"member","Public Rack - Halsted St & 113th St",1
"member","Public Rack - Neva & Foster",2
"member","Steelworkers Park",1
"casual","Public Rack - Northwest Hwy & Neva Ave",1
"member","Public Rack - Nagel & Higgins",1
"casual","Public Rack - Kinzua Ave & Devon Ave",1
"casual","Public Rack - Olmstead Ave & Oliphant Ave",6
"casual","Public Rack - Central Park & Bryn Mawr",2
"casual","Public Rack - Lawndale Ave & 63rd St",1
"member","Public Rack - Kinzua Ave & Devon Ave",1
"casual","Public Rack - Ashland Ave & 83rd St",1
"casual","Public Rack - 82nd st & Kedzie Ave",3
"casual","Public Rack - S Menard & W 63rd",2
"casual","Public Rack - Cottage Grove & 86th St",1
"casual","Public Rack - Loomis Blvd & 47th St",1
"casual","Public Rack - Irving Park Rd & Austin Ave",1
"member","S Aberdeen St & W 106th St",2
"casual","Public Rack - Kildare Ave & 63rd St",2
"casual","Public Rack - Parkside & Archer",3
"member","Public Rack - Northwest Hwy & Neva Ave",1
"member","Public Rack - St Louis Ave & Berteau Ave",3
"casual","Public Rack - Neva Ave & Grand Ave",1
"casual","Public Rack - Kenneth Ave & 63rd St W",1
"casual","Marshfield Ave & 59th St",1
"member","Public Rack - California & 71st",1
"casual","Public Rack - Elston Ave & Kenneth Ave",1
"casual","Public Rack - Laramine Ave & Winnemac Ave",1
"member","Public Rack - Austin Ave & Wrightwood Ave",1
"casual","Public Rack - Cicero Ave & Cortland St - midblock",1
"member","Public Rack - Kostner Ave & 16th St",1
"member","Kildare Ave & Chicago Ave",1
"member","Komensky Ave & 31st St",15
"casual","Woodlawn & 103rd",3
"member","Damen Ave & 33rd St",1
"member","California Ave & 29th St",1
"casual","Public Rack - Vincennes Ave & 95th St",1
"casual","Public Rack - Exchange Ave & 73rd Pl",1
"member","Public Rack - Laflin St & 51st St",4
"member","Houston Ave & 92nd St",2
"member","Public Rack - Cottage Grove & 86th St",1
"casual","Public Rack - Racine Ave & 74th St",4
"member","Public Rack - Racine Ave & 74th St",5
"member","Public Rack - Rutherford Ave & Belmont Ave",2
"casual","Public Rack - Damen Ave & 47th St",1
"casual","Public Rack - St Louis Ave & Berteau Ave",1
"casual","Public Rack - Cicero Ave & Belle Plaine Ave",1
"member","Public Rack - Cicero Ave & Belle Plaine Ave",1
"member","Public Rack - Avers & Granville",1
"casual","Elizabeth St & 47th St",1
"member","Public Rack - Forest Glen & Peterson",3
"casual","Public Rack - Mont Clare Ave & Higgins Ave",1
"casual","Public Rack - Milwaukee Ave & Kennedy Expy",1
"casual","Public Rack - Haft Ave & Milwaukee Ave",1
"casual","Public Rack - Kedzie Ave & 64th St - SW",1
"casual","Public Rack - McVicker & 52nd",1
"member","Public Rack - Laramine Ave & Winnemac Ave",3
"casual","Public Rack - St Louis & Lincoln",1
"casual","Public Rack - Lockwood & Archer",4
"casual","Hamlin Ave & Grand Ave",3
"casual","Public Rack - Lake Park Ave & 44th St",1
"member","Public Rack - State ST & 42nd St",6
"member","Public Rack - Damen Ave & 47th St",1
"casual","Public Rack - Ford City Mall",1
"casual","Public Rack - Forest Glen & Peterson",1
"casual","Public Rack - 4810 Keeler Ave",1
"casual","Public Rack - Milwaukee Ave & Lawrence Ave",2
"casual","Public Rack - Milwaukee Ave & Warner Ave",1
"member","Public Rack - 56th St & Mulligan Ave",1
"casual","Public Rack - Prairie Ave & Garfield Blvd S",1
"member","Public Rack - Mulligan Ave & 56th St",1
"casual","Public Rack - 532 E 43rd St",1
"casual","Public Rack - Washington Park Ct & 51st St",1
"member","Fort Dearborn Dr & 31st St*",99
"member","Lincoln Ave & Melrose St",110
"casual","Lincoln Ave & Melrose St",31
"member","Public Rack - Talman Ave & Pershing Rd",1
"member","Public Rack - Central Park & Bryn Mawr",1
"member","Public Rack - Sawyer Ave & Chicago Ave",6
"member","Public Rack - Laflin St &51st ST",2
"casual","Bradley Park",2
"casual","Fort Dearborn Dr & 31st St*",100
"member","Public Rack - Lynch & Elston",1
"casual","Public Rack - Mason Ave & Archer Ave",1
"member","Public Rack - Pulaski & Rosemont",3
"casual","Public Rack - Garfield Park Conservatory",1
"casual","Public Rack - 61st St & Melvina Ave",2
"casual","Public Rack - Calumet Ave & 51st St",1
"member","Public Rack - Woodlawn Ave & 63rd St S",1
"member","Public Rack - Princeton Ave & 43rd St",2
"member","Public Rack - Cottage Grove & 84th St",1
"member","Public Rack - Karlov Ave & Lawrence Ave",1
"member","Public Rack - Ewing Ave & 101st St",1
"member","Public Rack - Maplewood Ave & 63rd St",1
"member","Public Rack - Mason Ave & Milwaukee Ave",1
"member","Public Rack - Tuley (Murray) Park",2
"casual","Public Rack - Tuley (Murray) Park",2
"member","Public Rack - Leader & Caldwell",1
"member","Public Rack - Walden Pkwy & 99th St",1
"member","Public Rack - Piotrowski Park",1
"member","Public Rack - Hamilton Ave & 95th St",2
"casual","Public Rack - Ave N & 106th St",1
"member","Public Rack - Harlem & Palatine",1
"casual","Public Rack - Wilbur Wright College South",1
"casual","Public Rack - Kedzie Ave & 54th Pl",1
"member","Public Rack - Irving Park Rd & Austin Ave",1
"casual","Public Rack - Marshfield Ave & 45th St",1
"casual","Sacramento Blvd & Polk St",1
"casual","Public Rack - Lake Park Ave & 47th St",1
"casual","Public Rack - Oak Park & Higgins",1
"casual","Public Rack - Mobile Ave & Archer Ave",1
